"","A1","A143","A144","A145","A146","A147","A148","A149","A150","A151","A152","A153","A154","A155","A156","A157","A158","A159","A160","A161","A162","A163","A164","A165","A166","A167","A168","A169"
"91",130100,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"92",130110,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"93",130115,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"94",130120,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"95",130130,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"96",130140,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"97",130150,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"98",130160,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"99",130165,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Sim","Sim","Sim"
"100",130170,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"101",130180,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"102",130185,"Setor subordinado a outra secretaria","Sim","2009","Sim","Sim","Sim","Não","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não aplicável"
"103",130190,"Órgão da administração indireta","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Sim","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"104",130195,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"105",130200,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"106",130210,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"107",130220,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Sim","Não","Não aplicável"
"108",130230,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"109",130240,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"110",130250,"Órgão da administração indireta","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"111",130255,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não aplicável"
"112",130260,"Órgão da administração indireta","Sim","2002","Não","Não","Sim","Não","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"113",130270,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"114",130280,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"115",130290,"Órgão da administração indireta","Sim","2004","Sim","Não","Não","Sim","Não","Sim","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não aplicável"
"116",130300,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não aplicável"
"117",130310,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"118",130320,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"119",130330,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"120",130340,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"121",130350,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"122",130353,"Órgão da administração indireta","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"123",130356,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não aplicável"
"124",130360,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Sim","Não","Não aplicável"
